16.05.2023                                    Salida dinámica de lista                                                                                         1


 Cta.mayor				*
 Sociedad				GV01


		 St	Asignación		Nº doc.	Fecha doc.	Fe.contab.	CT	 Importe en ML	ML	Texto	    ImpteML2	ML2	Lib.mayor
			16230434609 DAVID		2000341567	16.04.2023	16.04.2023	50	-272,50	BOB	16230434609 DAVID RODRIGO CHUMACERO VEG	-39,15	USD	101044042
			54510715180 de: DE		2000341338	16.04.2023	16.04.2023	50	-2.627,82	BOB	54510715180 de: DE LOAYZA MARIA	-377,56	USD	101044052
			45113487691 de:CON		2000341340	16.04.2023	16.04.2023	50	-12.888,00	BOB	45113487691 de:CONDORI AQUINO MIRIAM (B	-1.851,72	USD	101044052
			45113488037 de:YUC		2000341343	16.04.2023	16.04.2023	50	-3.877,38	BOB	45113488037 de:YUCRA SANDOVAL FAVIO (Ba	-557,09	USD	101044052
			45133334792 de:ELI		2000341346	16.04.2023	16.04.2023	50	-2.600,00	BOB	45133334792 de:ELIZABETH CHOQUE (Banco	-373,56	USD	101044052
			45153329131 de:MER		2000341349	16.04.2023	16.04.2023	50	-2.092,80	BOB	45153329131 de:MERCAMAX S.R.L. (Banco U	-300,69	USD	101044052
			84350591682 PAMELA		2000341345	16.04.2023	16.04.2023	50	-128.567,10	BOB	84350591682 PAMELA ALVAREZ MORA Doc.ID:	-18.472,28	USD	101044052
			84350591679 PAMELA		2000341344	16.04.2023	16.04.2023	50	-39.069,00	BOB	84350591679 PAMELA ALVAREZ MORA Doc.ID:	-5.613,36	USD	101044052
			51167815218 Nota:		2000341352	16.04.2023	16.04.2023	50	-133,47	BOB	51167815218 Nota: de ATC	-19,18	USD	101044052
			14440676694 VEGA P		2000341356	16.04.2023	16.04.2023	50	-1.429,90	BOB	14440676694 VEGA PEREYRA ANA MARIA Doc.	-205,45	USD	101044052
			14440676442 VEGA P		2000341341	16.04.2023	16.04.2023	50	-2.358,90	BOB	14440676442 VEGA PEREYRA ANA MARIA Doc.	-338,92	USD	101044052
			14800589947 ZELAYA		2000341354	16.04.2023	16.04.2023	50	-3.194,80	BOB	14800589947 ZELAYA VARGAS MARCIAL Doc.I	-459,02	USD	101044052
			51417844786 Nota:		2000341339	16.04.2023	16.04.2023	50	-905,72	BOB	51417844786 Nota: de ATC	-130,13	USD	101044052
			14120427192 ZELAYA		2000341342	16.04.2023	16.04.2023	50	-2.906,40	BOB	14120427192 ZELAYA VARGAS MARCIAL Doc.I	-417,59	USD	101044052
			45163423375 de:CAB		2000341347	16.04.2023	16.04.2023	50	-701,00	BOB	45163423375 de:CABALLERO ZELAYA MARIA C	-100,72	USD	101044052
			45113488524 de:COM		2000341348	16.04.2023	16.04.2023	50	-2.205,00	BOB	45113488524 de:COMERCIAL CULPINA MICROE	-316,81	USD	101044052
			54310714841 de: DE		2000341350	16.04.2023	16.04.2023	50	-13.265,48	BOB	54310714841 de: DE LOAYZA MARIA	-1.905,96	USD	101044052
			54410718967 de: DE		2000341351	16.04.2023	16.04.2023	50	-521,10	BOB	54410718967 de: DE LOAYZA MARIA	-74,87	USD	101044052
			45143697666 de:COM		2000341353	16.04.2023	16.04.2023	50	-25.824,00	BOB	45143697666 de:COMERCIAL CULPINA MICROE	-3.710,34	USD	101044052
			45143697852 de:JAU		2000341355	16.04.2023	16.04.2023	50	-9.210,00	BOB	45143697852 de:JAUREGUI OLIVEIRA LILIAN	-1.323,28	USD	101044052
			45163426377 de:ELI		2000341357	16.04.2023	16.04.2023	50	-356,00	BOB	45163426377 de:ELIZABETH CHOQUE (Banco	-51,15	USD	101044052
			45153331865 de:PAN		2000341358	16.04.2023	16.04.2023	50	-1.170,00	BOB	45153331865 de:PANIFICADORA Y PASTELERI	-168,10	USD	101044052
			54510715707 de: DE		2000341359	16.04.2023	16.04.2023	50	-3.604,35	BOB	54510715707 de: DE LOAYZA MARIA	-517,87	USD	101044052
			87120297550 PORTUG		2000341568	16.04.2023	16.04.2023	50	-3.874,40	BOB	87120297550 PORTUGAL MURGUIA GUNNAR VIC	-556,67	USD	101044062
			87120297805 PORTUG		2000341571	16.04.2023	16.04.2023	50	-2.531,20	BOB	87120297805 PORTUGAL MURGUIA GUNNAR VIC	-363,68	USD	101044062
			17540410642 ROSSO		2000341570	16.04.2023	16.04.2023	50	-172.014,30	BOB	17540410642 ROSSO CAVIEDEZ DANIEL Doc.I	-24.714,70	USD	101044062
			17540410641 ROSSO		2000341569	16.04.2023	16.04.2023	50	-125.404,10	BOB	17540410641 ROSSO CAVIEDEZ DANIEL Doc.I	-18.017,83	USD	101044062
			10640397190 NELVI		2000341574	16.04.2023	16.04.2023	50	-1.391,13	BOB	10640397190 NELVI JUANITA ROMERO CASTIL	-199,88	USD	101044072
			10640397191 NELVI		2000341575	16.04.2023	16.04.2023	50	-1.713,80	BOB	10640397191 NELVI JUANITA ROMERO CASTIL	-246,24	USD	101044072
			10640397257 NELVI		2000341578	16.04.2023	16.04.2023	50	-50.722,40	BOB	10640397257 NELVI JUANITA ROMERO CASTIL	-7.287,70	USD	101044072
			10640397192 NELVI		2000341576	16.04.2023	16.04.2023	50	-2.121,90	BOB	10640397192 NELVI JUANITA ROMERO CASTIL	-304,87	USD	101044072
			10640397249 NELVI		2000341577	16.04.2023	16.04.2023	50	-120.237,30	BOB	10640397249 NELVI JUANITA ROMERO CASTIL	-17.275,47	USD	101044072
			51167815219 Nota:		2000341581	16.04.2023	16.04.2023	50	-15,68	BOB	51167815219 Nota: de ATC	-2,25	USD	101044072
			51417844787 Nota:		2000341572	16.04.2023	16.04.2023	50	-169,25	BOB	51417844787 Nota: de ATC	-24,32	USD	101044072
			45113489578 de:MIR		2000341579	16.04.2023	16.04.2023	50	-420,00	BOB	45113489578 de:MIRKA BALANZA (Banco Sol	-60,34	USD	101044072
			55210805761 de: RO		2000341580	16.04.2023	16.04.2023	50	-391,60	BOB	55210805761 de: ROSALES YANINE	-56,26	USD	101044072
			19240239603 BEYUMA		2000341362	16.04.2023	16.04.2023	50	-23.421,20	BOB	19240239603 BEYUMA VACA DAVID BEIMAR Do	-3.365,11	USD	101044082
			19240239601 BEYUMA		2000341361	16.04.2023	16.04.2023	50	-37.426,80	BOB	19240239601 BEYUMA VACA DAVID BEIMAR Do	-5.377,41	USD	101044082
			19260381225 OSCAR		2000341363	16.04.2023	16.04.2023	50	-2.368,80	BOB	19260381225 OSCAR LOAYZA SALVATIERRA Do	-340,34	USD	101044082
			19260381075 OSCAR		2000341360	16.04.2023	16.04.2023	50	-4.903,40	BOB	19260381075 OSCAR LOAYZA SALVATIERRA Do	-704,51	USD	101044082
			58670138790 de: GU		2000341364	16.04.2023	16.04.2023	50	-32.767,25	BOB	58670138790 de: GUILLEN	-4.707,94	USD	101044082
			45113491536 de:MAB		2000341365	16.04.2023	16.04.2023	50	-2.390,00	BOB	45113491536 de:MABRICH NOGALES KAROOL (	-343,39	USD	101044082
			89530142896 TERCER		2000341366	16.04.2023	16.04.2023	50	-9.937,80	BOB	89530142896 TERCEROS RAMIREZ VALERY DAN	-1.427,84	USD	101044092
			19480265890 HASSAN		2000341369	16.04.2023	16.04.2023	50	-7.054,70	BOB	19480265890 HASSAN FERREIRA ROBIN EDMUN	-1.013,61	USD	101044102
			18740391809 HASSAN		2000341367	16.04.2023	16.04.2023	50	-4.441,00	BOB	18740391809 HASSAN FERREIRA ROBIN EDMUN	-638,07	USD	101044102
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	     1.685,89	BOB		     242,23	USD	101041032
					113203592	15.04.2023	15.04.2023	40	     2.476,00	BOB	DEPOSITO DE JAVIER AGUILERA	     355,75	USD	101041052
					113203593	15.04.2023	15.04.2023	40	         3,00	BOB	DEPOSITO DE GERSON FERNANDO PEREZ	       0,43	USD	101041052
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	   108.176,20	BOB		  15.542,56	USD	101041082
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	   156.700,80	BOB		  22.514,48	USD	101041082
			CCAJ-TR47/86/202		113066558	15.04.2023	15.04.2023	40	    13.207,06	BOB		   1.897,57	USD	101042012
			CCAJ-TR47/86/202		113066558	15.04.2023	15.04.2023	40	     1.174,20	BOB		     168,71	USD	101042012
			CCAJ-TR47/86/202		113066558	15.04.2023	15.04.2023	40	       651,12	BOB		      93,55	USD	101042012
			CCAJ-CB11/89/202		113066760	15.04.2023	15.04.2023	40	     5.896,30	BOB		     847,17	USD	101042012
			CCAJ-LP08/86/23		113066713	15.04.2023	15.04.2023	40	       107,16	BOB		      15,40	USD	101043002
			CCAJ-CB12/150/23		113066790	15.04.2023	15.04.2023	40	        56,65	BOB		       8,14	USD	101043042
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	     3.706,00	BOB		     532,47	USD	101043042
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	        95,49	BOB		      13,72	USD	101043042
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       480,00	BOB		      68,97	USD	101043042
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       514,71	BOB		      73,95	USD	101043042
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       190,00	BOB		      27,30	USD	101043042
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       824,00	BOB		     118,39	USD	101043042
			CCAJ-EA10/155/20		113066801	15.04.2023	15.04.2023	40	    43.822,80	BOB		   6.296,38	USD	101044012
			CCAJ-EA10/155/20		113066801	15.04.2023	15.04.2023	40	    17.929,80	BOB		   2.576,12	USD	101044012
			CCAJ-EA10/155/20		113066801	15.04.2023	15.04.2023	40	       600,00	BOB		      86,21	USD	101044012
			CCAJ-EA10/155/20		113066801	15.04.2023	15.04.2023	40	     6.900,50	BOB		     991,45	USD	101044012
			CCAJ-EA10/155/20		113066801	15.04.2023	15.04.2023	40	     5.239,80	BOB		     752,84	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	     3.773,43	BOB		     542,15	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	    11.877,60	BOB		   1.706,55	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	    15.173,60	BOB		   2.180,11	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	       751,86	BOB		     108,03	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	     3.788,90	BOB		     544,38	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	       204,00	BOB		      29,31	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	     1.237,80	BOB		     177,84	USD	101044012
			CCAJ-LP02/161/20		113066746	15.04.2023	15.04.2023	40	     1.663,50	BOB		     239,01	USD	101044012
			CCAJ-EA58/85/23		113066728	15.04.2023	15.04.2023	40	       178,88	BOB		      25,70	USD	101044012
			CCAJ-LP01/166/23		113066757	15.04.2023	15.04.2023	40	       644,70	BOB		      92,63	USD	101044012
			CCAJ-LP07/85/23		113066679	15.04.2023	15.04.2023	40	       429,60	BOB		      61,72	USD	101044012
			CCAJ-LP08/86/23		113066713	15.04.2023	15.04.2023	40	     1.386,74	BOB		     199,24	USD	101044012
			CCAJ-CB11/89/202		113066760	15.04.2023	15.04.2023	40	    13.510,00	BOB		   1.941,09	USD	101044022
			CCAJ-CB11/89/202		113066760	15.04.2023	15.04.2023	40	    74.110,26	BOB		  10.648,03	USD	101044022
			CCAJ-CB12/149/23		113066719	15.04.2023	15.04.2023	40	        84,57	BOB		      12,15	USD	101044022
			CCAJ-CB13/85/23		113066697	15.04.2023	15.04.2023	40	     1.010,63	BOB		     145,21	USD	101044022
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       209,78	BOB		      30,14	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       504,00	BOB		      72,41	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	     5.850,00	BOB		     840,52	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	     1.391,60	BOB		     199,94	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       101,67	BOB		      14,61	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       201,06	BOB		      28,89	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	     6.920,00	BOB		     994,25	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       126,96	BOB		      18,24	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       650,78	BOB		      93,50	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       173,07	BOB		      24,87	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       328,24	BOB		      47,16	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       480,00	BOB		      68,97	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       300,00	BOB		      43,10	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       133,15	BOB		      19,13	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       374,40	BOB		      53,79	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	    23.640,80	BOB		   3.396,67	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	     3.158,00	BOB		     453,74	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	     4.308,04	BOB		     618,97	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       986,56	BOB		     141,75	USD	101044032
			CCAJ-SC39/178/20		113066693	15.04.2023	15.04.2023	40	       902,40	BOB		     129,66	USD	101044032
			CCAJ-SC59/86/23		113066716	15.04.2023	15.04.2023	40	        21,95	BOB		       3,15	USD	101044032
			CCAJ-OR51/83/23		113066691	15.04.2023	15.04.2023	40	        74,10	BOB		      10,65	USD	101044042
			CCAJ-SR24/85/23		113066718	15.04.2023	15.04.2023	40	        64,90	BOB		       9,32	USD	101044052
			COMPENSACIONES		113064804	14.04.2023	14.04.2023	40	   180.959,00	BOB	LP-COMPENSACIONES	  25.999,86	USD	101041002
			COMPENSACIONES		113064804	14.04.2023	14.04.2023	50	-180.959,00	BOB	LP-COMPENSACIONES	-25.999,86	USD	101041002
			TARIJA		113065239	14.04.2023	14.04.2023	40	     4.462,90	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/83/23	     641,22	USD	101041002
			TARIJA		113065239	14.04.2023	14.04.2023	50	-4.462,90	BOB	LP. COMPENSACION TARIJA CCAJ-TA06/83/23	-641,22	USD	101041002
			CCAJ-TA06/83/23		113064788	14.04.2023	14.04.2023	40	     4.462,90	BOB	LP.TRASP.CAJ.MN.AG. TARIJEÑITA A MCSC 1329 12.04	     641,22	USD	101041002
			TRANSFERENCIA		113065022	14.04.2023	14.04.2023	40	   157.092,00	BOB	LP-CUOTA AHORRO 14-04	  22.570,69	USD	101041002
					113065263	14.04.2023	14.04.2023	40	     1.089,78	BOB	SC DEPOSITO DE ROBIN HASSAN	     156,58	USD	101041002
			COMPENSACIONES		113064806	14.04.2023	14.04.2023	40	   229.000,00	BOB	LP-COMPENSACIONES	  32.902,30	USD	101041012
			COMPENSACIONES		113064806	14.04.2023	14.04.2023	50	-229.000,00	BOB	LP-COMPENSACIONES	-32.902,30	USD	101041012
			DISALTO		113065236	14.04.2023	14.04.2023	40	     2.143,10	BOB	LP. COMPENSACION DISALTO CCAJ-EA58/82/23	     307,92	USD	101041012
			DISALTO		113065236	14.04.2023	14.04.2023	50	-2.143,10	BOB	LP. COMPENSACION DISALTO CCAJ-EA58/82/23	-307,92	USD	101041012
			CCAJ-EA58/82/23		113064784	14.04.2023	14.04.2023	40	     2.143,10	BOB	LP.TRASP.CAJ.MN.AG. SATELITE A MCSC 6211 12.04	     307,92	USD	101041012
			CCAJ-EA10/154/20		113065587	14.04.2023	14.04.2023	40	    21.148,80	BOB		   3.038,62	USD	101041012
			COMPENSACIONES		113064807	14.04.2023	14.04.2023	40	   313.200,00	BOB	LP-COMPENSACIONES	  45.000,00	USD	101041022
			COMPENSACIONES		113064807	14.04.2023	14.04.2023	50	-313.200,00	BOB	LP-COMPENSACIONES	-45.000,00	USD	101041022
			TRANSFERENCIA		113065010	14.04.2023	14.04.2023	40	   122.000,00	BOB	LP-TRASPASO DE FONDOS	  17.528,74	USD	101041022
			TRANSFERENCIA		113065022	14.04.2023	14.04.2023	40	   208.800,00	BOB	LP-TRASPASO DE FONDOS	  30.000,00	USD	101041022
			COMPENSACION		113064809	14.04.2023	14.04.2023	40	    86.907,84	BOB	SC COMPENSACION BMSC 2476	  12.486,76	USD	101041042
			COMPENSACION		113064809	14.04.2023	14.04.2023	50	-86.907,84	BOB	SC COMPENSACION BMSC 2476	-12.486,76	USD	101041042
			COMPENSACION		113064822	14.04.2023	14.04.2023	40	         5,86	BOB	SC COMPENSACION BMSC 2476	       0,84	USD	101041042
			COMPENSACION		113064822	14.04.2023	14.04.2023	50	-5,86	BOB	SC COMPENSACION BMSC 2476	-0,84	USD	101041042
					113065188	14.04.2023	14.04.2023	40	    86.907,84	BOB	SC AHORRO DEL 140423	  12.486,76	USD	101041042
			COMPENSACION		113064824	14.04.2023	14.04.2023	40	   236.366,00	BOB	SC COMPENSACION BMSC 2984	  33.960,63	USD	101041052
			COMPENSACION		113064824	14.04.2023	14.04.2023	50	-236.366,00	BOB	SC COMPENSACION BMSC 2984	-33.960,63	USD	101041052
					113065253	14.04.2023	14.04.2023	40	    25.415,60	BOB	SC DEPOSITO SAGUAPAC	   3.651,67	USD	101041052
					113069514	14.04.2023	14.04.2023	40	     1.089,78	BOB	SC DEPOSITO DE ROBIN HASSAN	     156,58	USD	101041052
					113069613	14.04.2023	14.04.2023	40	       159,00	BOB	SC DEPOSITO DE CARLA VASQUEZ	      22,84	USD	101041052
					113069618	14.04.2023	14.04.2023	40	        30,00	BOB	SC DEPOSITO DE ALEJANDRA MORALES	       4,31	USD	101041052
					113203591	14.04.2023	14.04.2023	40	     5.120,00	BOB	DEPOSITO DE CESAR FABRICIO SUAREZ	     735,63	USD	101041052
			DISCRUZ		113065261	14.04.2023	14.04.2023	40	       742,50	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC59/83/23	     106,68	USD	101041082
			DISCRUZ		113065261	14.04.2023	14.04.2023	50	-742,50	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC59/83/23	-106,68	USD	101041082
			CCAJ-SC59/83/23		113064787	14.04.2023	14.04.2023	40	       742,50	BOB	LP.TRASP.CAJ.MN.AG. WARNES A MCSC 8183 13.04	     106,68	USD	101041082
			DISCRUZ		113065262	14.04.2023	14.04.2023	40	     1.719,00	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC59/82/23	     246,98	USD	101041082
			DISCRUZ		113065262	14.04.2023	14.04.2023	50	-1.719,00	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC59/82/23	-246,98	USD	101041082
			CCAJ-SC59/82/23		113065021	14.04.2023	14.04.2023	40	     1.719,00	BOB	LP.TRASP.CAJ.MN.AG. WARNES A MCSC 8183 12.04	     246,98	USD	101041082
			DISCRUZ		113065265	14.04.2023	14.04.2023	40	    84.357,40	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/174/20	  12.120,31	USD	101041082
			DISCRUZ		113065265	14.04.2023	14.04.2023	50	-84.357,40	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/174/20	-12.120,31	USD	101041082
			DISCRUZ		113065266	14.04.2023	14.04.2023	40	    31.451,01	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/173/20	   4.518,82	USD	101041082
			DISCRUZ		113065266	14.04.2023	14.04.2023	50	-31.451,01	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/173/20	-4.518,82	USD	101041082
			CCAJ-SC39/176/20		113065611	14.04.2023	14.04.2023	40	    34.927,50	BOB		   5.018,32	USD	101041082
			CCAJ-SC39/176/20		113065611	14.04.2023	14.04.2023	40	     3.554,80	BOB		     510,75	USD	101041082
			CCAJ-SC39/176/20		113065611	14.04.2023	14.04.2023	40	     2.577,60	BOB		     370,34	USD	101041082
			DISCRUZ		113065287	14.04.2023	14.04.2023	40	     7.294,40	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/174/20	   1.048,05	USD	101042012
			DISCRUZ		113065287	14.04.2023	14.04.2023	50	-7.294,40	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC39/174/20	-1.048,05	USD	101042012
			PANDO		113065289	14.04.2023	14.04.2023	40	       471,00	BOB	LP. COMPENSACION PANDO CCAJ-PN62/83/202	      67,67	USD	101042012
			PANDO		113065289	14.04.2023	14.04.2023	50	-471,00	BOB	LP. COMPENSACION PANDO CCAJ-PN62/83/202	-67,67	USD	101042012
					113065192	14.04.2023	14.04.2023	40	   400.000,00	BOB	SC TRASPASO DE FONDOS	  57.471,26	USD	101042012
			N/C POR TRASPASO E		2000341497	14.04.2023	14.04.2023	50	-400.000,00	BOB	N/C POR TRASPASO ENTRE BANCOS ACH	-57.471,26	USD	101042012
			N/C TRASP. DESDE M		2000341492	14.04.2023	14.04.2023	50	-15.032,38	BOB	N/C TRASP. DESDE MEJIA ARRIAZA DE ARTEAG	-2.159,82	USD	101042012
			CCAJ-TR47/85/202		113065465	14.04.2023	14.04.2023	40	       891,00	BOB		     128,02	USD	101042012
			CCAJ-TR47/85/202		113065465	14.04.2023	14.04.2023	40	    10.000,00	BOB		   1.436,78	USD	101042012
			CCAJ-TR47/85/202		113065465	14.04.2023	14.04.2023	40	     6.107,42	BOB		     877,50	USD	101042012
			CCAJ-SC39/176/20		113065611	14.04.2023	14.04.2023	40	       307,78	BOB		      44,22	USD	101042012
			CCAJ-SC39/176/20		113065611	14.04.2023	14.04.2023	40	    24.000,00	BOB		   3.448,28	USD	101042012
			CCAJ-SC39/176/20		113065611	14.04.2023	14.04.2023	40	    28.000,00	BOB		   4.022,99	USD	101042012
			DEPOSITO A CUENTA		2000341493	14.04.2023	14.04.2023	50	-28.000,00	BOB	DEPOSITO A CUENTA	-4.022,99	USD	101042012
			DEPOSITO A CUENTA		2000341494	14.04.2023	14.04.2023	50	-24.000,00	BOB	DEPOSITO A CUENTA	-3.448,28	USD	101042012
			N/C TRASP. DESDE S		2000341495	14.04.2023	14.04.2023	50	-307,78	BOB	N/C TRASP. DESDE SUPERMERCADO TOCALE SRL	-44,22	USD	101042012
			DEPOSITO A CUENTA		2000341491	14.04.2023	14.04.2023	50	-5.896,30	BOB	DEPOSITO A CUENTA	-847,17	USD	101042012
			N/C TRASP. DESDE S		2000341496	14.04.2023	14.04.2023	50	-433,00	BOB	N/C TRASP. DESDE SERVICIO CORPORATIVO DE	-62,21	USD	101042012
			N/C TRASP. DESDE R		2000341498	14.04.2023	14.04.2023	50	-3.308,00	BOB	N/C TRASP. DESDE RIOS YAVE JAVIER ROLAND	-475,29	USD	101042012
			DISALTO		113065249	14.04.2023	14.04.2023	40	    14.896,00	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/152/20	   2.140,23	USD	101042022
			DISALTO		113065249	14.04.2023	14.04.2023	50	-14.896,00	BOB	LP. COMPENSACION DISALTO CCAJ-EA10/152/20	-2.140,23	USD	101042022
			POTOSI		113065250	14.04.2023	14.04.2023	40	     1.710,00	BOB	LP. COMPENSACION POTOSI CCAJ-PT53/71/202	     245,69	USD	101042022
			POTOSI		113065250	14.04.2023	14.04.2023	50	-1.710,00	BOB	LP. COMPENSACION POTOSI CCAJ-PT53/71/202	-245,69	USD	101042022
			DISPAZ		113065252	14.04.2023	14.04.2023	40	    12.000,00	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/158/20	   1.724,14	USD	101042022
			DISPAZ		113065252	14.04.2023	14.04.2023	50	-12.000,00	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/158/20	-1.724,14	USD	101042022
			CCAJ-PT53/72/202		113065680	14.04.2023	14.04.2023	40	    19.580,00	BOB		   2.813,22	USD	101042022
			CCAJ-PT53/72/202		113065680	14.04.2023	14.04.2023	40	    13.450,00	BOB		   1.932,47	USD	101042022
			CCAJ-PT53/72/202		113065680	14.04.2023	14.04.2023	40	    23.048,82	BOB		   3.311,61	USD	101042022
			CCAJ-TA43/85/202		113067979	14.04.2023	14.04.2023	40	       927,90	BOB		     133,32	USD	101042022
			COMPENSACIONES		113064810	14.04.2023	14.04.2023	40	   544.199,00	BOB	LP-COMPENSACIONES	  78.189,51	USD	101043002
			DISPAZ		113065245	14.04.2023	14.04.2023	50	-238,96	BOB	LP. COMPENSACION DISPAZ CCAJ-LP07/77/23	-34,33	USD	101043002
			DISPAZ		113065247	14.04.2023	14.04.2023	40	       107,74	BOB	LP. COMPENSACION DISPAZ CCAJ-LP08/84/23	      15,48	USD	101043002
			DISPAZ		113065247	14.04.2023	14.04.2023	50	-107,74	BOB	LP. COMPENSACION DISPAZ CCAJ-LP08/84/23	-15,48	USD	101043002
			DISPAZ		113065248	14.04.2023	14.04.2023	40	     2.678,53	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/158/20	     384,85	USD	101043002
			DISPAZ		113065248	14.04.2023	14.04.2023	50	-2.678,53	BOB	LP. COMPENSACION DISPAZ CCAJ-LP02/158/20	-384,85	USD	101043002
			TRANSFERENCIA		113065022	14.04.2023	14.04.2023	40	    40.000,00	BOB	LP-TRASPASO DE FONDOS	   5.747,13	USD	101043002
			TRANSFERENCIA		113065022	14.04.2023	14.04.2023	40	    80.000,00	BOB	LP-TRASPASO DE FONDOS	  11.494,25	USD	101043002
			CCAJ-LP08/85/23		113065573	14.04.2023	14.04.2023	40	        84,99	BOB		      12,21	USD	101043002
			COMPENSACION		113064837	14.04.2023	14.04.2023	40	   250.000,00	BOB	SC COMPENSACION BCP 5359	  35.919,54	USD	101043042
			COMPENSACION		113064837	14.04.2023	14.04.2023	50	-250.000,00	BOB	SC COMPENSACION BCP 5359	-35.919,54	USD	101043042
			DISCRUZ		113065267	14.04.2023	14.04.2023	40	       625,24	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC65/83/23	      89,83	USD	101043042
			DISCRUZ		113065267	14.04.2023	14.04.2023	50	-625,24	BOB	LP. COMPENSACION DISCRUZ CCAJ-SC65/83/23	-89,83	USD	101043042
			TRINIDAD		113065268	14.04.2023	14.04.2023	40	       400,00	BOB	LP. COMPENSACION TRINIDAD CCAJ-TR50/83/23	      57,47	USD	101043042
			TRINIDAD		113065268	14.04.2023	14.04.2023	50	-400,00	BOB	LP. COMPENSACION TRINIDAD CCAJ-TR50/83/23	-57,47	USD	101043042
			SUCRE		113065272	14.04.2023	14.04.2023	40	        23,99	BOB	LP. COMPENSACION SUCRE CCAJ-SR24/83/23	       3,45	USD	101043042
			SUCRE		113065272	14.04.2023	14.04.2023	50	-23,99	BOB	LP. COMPENSACION SUCRE CCAJ-SR24/83/23	-3,45	USD	101043042
			COCHABAMBA		113065279	14.04.2023	14.04.2023	40	        82,39	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/146/23	      11,84	USD	101043042
			COCHABAMBA		113065279	14.04.2023	14.04.2023	50	-82,39	BOB	LP. COMPENSACION COCHABAMBA CCAJ-CB12/146/23	-11,84	USD	101043042
